Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,City
"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",40.0,,,,,4.0,,,,,9.6,Hồ Chí Minh
"Phường Đại Kim, Hoàng Mai, Hà Nội",50.0,,,,,5.0,8.0,9.0,Have certificate,Full,8.6,Hà Nội
"Phố Doãn Kế Thiện, Phường Mai Dịch, Cầu Giấy, Hà Nội",40.0,3.5,2.0,,,5.0,6.0,4.0,Have certificate,Full,8.2,Hà Nội
"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",35.0,,,,,4.0,4.0,,Have certificate,,5.2,Hà Nội
"Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",48.0,7.0,,,,4.0,4.0,4.0,,Full,9.8,Hồ Chí Minh
"Số 12 hẻm 129/5/35 Phố Gia Quất, Phường Thượng Thanh, Long Biên, Hà Nội",81.3,3.3,,,,2.0,2.0,2.0,Have certificate,Basic,7.3,Hà Nội
"Phường Yên Nghĩa, Hà Đông, Hà Nội",34.0,4.0,4.0,,,4.0,4.0,3.0,Have certificate,Full,5.45,Hà Nội
"Đường Số 5, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",24.0,4.0,3.0,,,2.0,2.0,,Have certificate,Full,2.4,Hồ Chí Minh
"Đường Lý Thái Tổ, Phường 9, Quận 10, Hồ Chí Minh",36.0,,,,,4.0,4.0,4.0,Have certificate,Full,7.65,Hồ Chí Minh
"Đường Nam Kỳ Khởi Nghĩa, Phường 7, Quận 3, Hồ Chí Minh",50.2,,4.0,,,4.0,5.0,5.0,Have certificate,Full,8.9,Hồ Chí Minh
"Thạch Bàn, Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",60.0,5.0,,,,5.0,3.0,4.0,Have certificate,Basic,6.3,Hà Nội
"Phố Trần Bình, Phường Mai Dịch, Cầu Giấy, Hà Nội",35.0,,,,,4.0,4.0,3.0,Have certificate,Full,5.2,Hà Nội
"Đường Ỷ La, Phường La Khê, Hà Đông, Hà Nội",40.0,,3.0,,,4.0,3.0,3.0,,,6.2,Hà Nội
"Đường Tô Hiệu, Phường Hà Cầu, Hà Đông, Hà Nội",52.0,5.6,,,,,1.0,1.0,Have certificate,Full,7.0,Hà Nội
"Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội",55.0,,2.8,,,5.0,,,Have certificate,,7.0,Hà Nội
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",39.0,,,,,4.0,3.0,3.0,Have certificate,Full,6.05,Hà Nội
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",42.0,,,,,5.0,3.0,4.0,Have certificate,,6.25,Hà Nội
"Đường Phú Đô, Phường Phú Đô, Nam Từ Liêm, Hà Nội",51.0,4.3,,,,4.0,4.0,,Have certificate,Full,9.39,Hà Nội
"1/, Đường Trần Hữu Trang, Phường 10, Phú Nhuận, Hồ Chí Minh",50.0,,,,,4.0,4.0,4.0,Have certificate,Full,9.6,Hồ Chí Minh
"Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",30.0,5.0,5.0,,,1.0,1.0,1.0,Have certificate,,5.5,Hà Nội
"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",67.0,5.0,6.0,,,5.0,5.0,6.0,Have certificate,Full,6.7,Hồ Chí Minh
"Đường Bùi Minh Trực, Phường 5, Quận 8, Hồ Chí Minh",79.95,4.1,3.5,,,3.0,7.0,5.0,Have certificate,,6.3,Hồ Chí Minh
"Đường Quốc Lộ 50, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",121.0,,,,,3.0,3.0,3.0,Have certificate,,3.73,Hồ Chí Minh
"Đường Tôn Thất Tùng, Phường Khương Thượng, Đống Đa, Hà Nội",24.0,,,,,4.0,3.0,2.0,Have certificate,Full,4.55,Hà Nội
"Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh",60.0,4.0,,,,4.0,4.0,5.0,Have certificate,,8.5,Hồ Chí Minh
"Đường Nguyễn Lương Bằng, Phường Quang Trung, Đống Đa, Hà Nội",42.0,5.5,,,,4.0,5.0,,Have certificate,Full,5.5,Hà Nội
"Xã Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh",196.0,7.4,8.0,Tây - Nam,,1.0,3.0,3.0,Have certificate,Basic,4.8,Hồ Chí Minh
"Đường Lê Quang Đạo, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",35.0,4.0,3.0,,,6.0,5.0,5.0,Have certificate,Full,5.3,Hà Nội
"Đường 18, Phường Tân Quy, Quận 7, Hồ Chí Minh",75.0,5.0,,,,2.0,7.0,5.0,Have certificate,Full,5.3,Hồ Chí Minh
"Đường Nguyễn Súy, Phường Tân Quý, Tân Phú, Hồ Chí Minh",45.0,,,,,3.0,3.0,4.0,Have certificate,Basic,5.8,Hồ Chí Minh
"Đường Hồ Học Lãm, Phường An Lạc A, Bình Tân, Hồ Chí Minh.",100.0,9.2,30.0,Đông,Đông,4.0,4.0,5.0,Have certificate,,6.9,Hồ Chí Minh
"Đường Phạm Văn Chiêu, Phường 9, Gò Vấp, Hồ Chí Minh",48.0,4.0,4.0,,,2.0,2.0,3.0,,,4.86,Hồ Chí Minh
"Đường Tăng Bạt Hổ, Phường 11, Bình Thạnh, Hồ Chí Minh",43.0,4.0,6.0,,,3.0,3.0,2.0,,,6.25,Hồ Chí Minh
"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",45.0,,,,,4.0,3.0,,Have certificate,,6.75,Hà Nội
"Phường Tam Bình, Thành phố Thủ Đức, Hồ Chí Minh",101.0,5.0,4.0,Nam,Nam,2.0,3.0,3.0,Have certificate,,4.45,Hồ Chí Minh
"Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh",46.0,3.7,5.0,,,2.0,2.0,2.0,,Full,4.6,Hồ Chí Minh
"Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",39.0,6.0,2.0,Tây - Nam,Tây - Nam,5.0,3.0,4.0,Have certificate,Full,5.75,Hà Nội
"Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh",36.0,4.15,6.0,,,4.0,4.0,3.0,Have certificate,Full,5.89,Hồ Chí Minh
"Đường Võ Thành Trang, Phường 11, Tân Bình, Hồ Chí Minh",63.1,4.2,4.0,,,4.0,5.0,3.0,Have certificate,Full,6.8,Hồ Chí Minh
"Đường Định Công Hạ, Phường Định Công, Hoàng Mai, Hà Nội",45.0,,,,,4.0,5.0,,Have certificate,,5.95,Hà Nội
"Đường Phú Đô, Phường Phú Đô, Nam Từ Liêm, Hà Nội",45.0,,,,,7.0,4.0,,Have certificate,Full,8.6,Hà Nội
"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",37.0,3.7,,,,5.0,3.0,4.0,Have certificate,Full,6.3,Hà Nội
"Đường Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",35.0,,,,,5.0,,,,,9.1,Hồ Chí Minh
"Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",87.0,,,,,3.0,3.0,4.0,,Full,10.0,Hồ Chí Minh
"Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",81.0,4.5,8.0,,,2.0,3.0,2.0,Have certificate,Basic,6.7,Hồ Chí Minh
"Đường Tô Hiến Thành, Phường 12, Quận 10, Hồ Chí Minh",55.0,,,,,3.0,,,,,9.9,Hồ Chí Minh
"Ngõ Tự Do, Phố Trần Đại Nghĩa, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",47.0,,,,,3.0,3.0,2.0,Have certificate,Full,4.4,Hà Nội
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",40.0,,,,,,,,Have certificate,Basic,6.0,Hà Nội
"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Ba Đình, Hà Nội",60.0,4.0,2.0,,,4.0,4.0,4.0,Have certificate,,8.5,Hà Nội
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",17.0,3.0,,,,4.0,2.0,3.0,Have certificate,Full,2.88,Hà Nội
"Xã Nam Hồng, Đông Anh, Hà Nội",83.0,4.2,6.0,Nam,Nam,3.0,4.0,3.0,Have certificate,Basic,7.8,Hà Nội
"Đường Nguyễn Sơn, Phường Ngọc Lâm, Long Biên, Hà Nội",67.7,,,Đông - Nam,,5.0,4.0,5.0,Have certificate,Full,9.5,Hà Nội
"Ngõ Hàm Rồng, Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",34.2,4.8,3.5,,,7.0,,,,Full,9.5,Hà Nội
"Đường Nguyễn Trãi, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",45.0,,,,,5.0,5.0,5.0,Have certificate,Full,9.8,Hà Nội
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",46.0,3.0,,,,3.0,4.0,3.0,Have certificate,,6.0,Hồ Chí Minh
"Đường Ô Chợ Dừa, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",55.0,,2.0,,,5.0,3.0,4.0,Have certificate,Full,7.65,Hà Nội
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",65.0,,,,,,,,,,8.95,Hà Nội
"Đường Số 2, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",51.7,4.0,,,,2.0,2.0,2.0,Have certificate,,4.85,Hồ Chí Minh
"Đường Khuyến Lương, Phường Trần Phú, Hoàng Mai, Hà Nội",30.0,4.7,,Bắc,,5.0,3.0,4.0,Have certificate,Basic,5.3,Hà Nội
"Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",63.0,4.5,6.0,,,3.0,,,Have certificate,,4.9,Hồ Chí Minh
"Đường Chiến Thắng, Phường La Khê, Hà Đông, Hà Nội",44.0,4.7,15.0,Tây - Bắc,Tây - Bắc,5.0,,,Have certificate,Full,5.5,Hà Nội
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",35.0,,,,,5.0,3.0,4.0,Have certificate,Full,6.0,Hà Nội
"Phường 6, Quận 8, Hồ Chí Minh",95.0,5.0,,,,4.0,6.0,6.0,,,8.25,Hồ Chí Minh
"Đường Bờ Sông Sét, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",70.0,4.2,,,,2.0,2.0,2.0,Have certificate,,8.25,Hà Nội
"Đường Đông Thạnh, Xã Thới Tam Thôn, Hóc Môn, Hồ Chí Minh",41.7,5.0,4.0,,,2.0,3.0,3.0,Have certificate,,2.9,Hồ Chí Minh
"Đường Tân Kỳ Tân Quý, Phường Tân Quý, Tân Phú, Hồ Chí Minh",80.0,,,,,2.0,3.0,3.0,Have certificate,,4.9,Hồ Chí Minh
"Đường Lý Phục Man, Phường Bình Thuận, Quận 7, Hồ Chí Minh",53.0,,,,,2.0,2.0,2.0,Have certificate,Full,3.7,Hồ Chí Minh
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",42.0,,,,,5.0,4.0,4.0,Have certificate,Full,6.5,Hà Nội
"Đường Nguyễn Trãi, Phường Nguyễn Trãi, Hà Đông, Hà Nội",46.0,5.7,,,,4.0,3.0,3.0,Have certificate,Full,6.7,Hà Nội
"Phường Phúc Lợi, Long Biên, Hà Nội",62.5,4.5,,Tây - Nam,,4.0,,,Have certificate,,6.8,Hà Nội
"Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội",33.0,,,,,4.0,,,Have certificate,,5.1,Hà Nội
"Phố Việt Hưng, Phường Việt Hưng, Long Biên, Hà Nội",50.0,4.0,2.0,,,4.0,4.0,4.0,Have certificate,Full,6.5,Hà Nội
"Ngõ 136, Đường Cầu Diễn, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",61.5,4.0,,,,3.0,5.0,,,,8.4,Hà Nội
"Đường Bùi Quang Là, Phường 12, Gò Vấp, Hồ Chí Minh",60.0,,8.0,,,4.0,4.0,5.0,,,7.49,Hồ Chí Minh
"Dự án Hope Residence, Đường Chu Huy Mân, Phường Phúc Đồng, Long Biên, Hà Nội",115.0,,,,,2.0,2.0,2.0,Have certificate,,6.3,Hà Nội
"Ngõ 325, Đường Kim Ngưu, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",45.0,,,,,5.0,,,,,5.95,Hà Nội
"Đường Phạm Văn Chí, Phường 8, Quận 6, Hồ Chí Minh",33.0,4.0,4.0,,,5.0,5.0,3.0,Have certificate,Full,6.2,Hồ Chí Minh
"Đường Hồ Văn Long, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",25.0,,7.0,,,3.0,4.0,3.0,Have certificate,Full,2.9,Hồ Chí Minh
"Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội",38.0,3.4,,,,4.0,3.0,4.0,Have certificate,Full,5.35,Hà Nội
"Đường Hồ Văn Long, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",32.0,,7.0,,,3.0,4.0,3.0,Have certificate,Full,2.68,Hồ Chí Minh
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",28.0,7.0,,,,4.0,3.0,3.0,Have certificate,Full,4.1,Hà Nội
"Đường Cổ Nhuế, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",35.0,3.0,,,,5.0,3.0,3.0,Have certificate,Full,4.55,Hà Nội
"Đường Đại Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",32.0,4.8,,Tây - Bắc,,5.0,,,,,5.25,Hà Nội
"Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",32.0,,,Đông - Nam,,5.0,5.0,,Have certificate,Full,6.25,Hà Nội
"Đường Dương Lâm, Phường Văn Quán, Hà Đông, Hà Nội",45.0,,,,,5.0,,,Have certificate,,9.4,Hà Nội
"4, Quận 4, Hồ Chí Minh",46.9,,,,,3.0,5.0,4.0,Have certificate,,6.3,Hồ Chí Minh
"Đường Đại Cát, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",30.0,4.0,2.0,,,4.0,3.0,2.0,Have certificate,Basic,2.65,Hà Nội
"Đường Phạm Văn Nghị, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",63.0,4.5,3.0,,,4.0,3.0,3.0,Have certificate,Full,8.6,Hà Nội
"Ngõ 189, Đường An Dương, Phường Yên Phụ, Tây Hồ, Hà Nội",38.0,4.0,3.0,,,4.0,3.0,3.0,Have certificate,Basic,5.56,Hà Nội
"Đường Trần Quốc Vượng, Phường Dịch Vọng, Cầu Giấy, Hà Nội",39.0,3.5,,,,4.0,4.0,,Have certificate,Basic,8.9,Hà Nội
"Đường Nguyễn Tuân, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",48.5,3.0,40.0,,,5.0,5.0,3.0,Have certificate,Full,6.6,Hà Nội
"Đường Nguyễn Kiệm, Phường 4, Phú Nhuận, Hồ Chí Minh",62.0,4.0,6.0,,,2.0,4.0,2.0,Have certificate,Full,8.7,Hồ Chí Minh
"Ngõ 266, Đường Đội Cấn, Phường Cống Vị, Ba Đình, Hà Nội",31.0,3.6,2.0,Nam,,4.0,4.0,3.0,Have certificate,Basic,6.3,Hà Nội
"Đường Dương Lâm, Phường Văn Quán, Hà Đông, Hà Nội",45.0,5.0,4.0,,,5.0,4.0,,Have certificate,Basic,9.5,Hà Nội
"Ngõ 343, Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",30.0,2.0,2.0,,,5.0,3.0,4.0,Have certificate,Basic,3.8,Hà Nội
"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",68.0,,,,,5.0,8.0,8.0,Have certificate,,8.9,Hà Nội
"Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",37.0,,3.5,,,6.0,3.0,5.0,Have certificate,Basic,6.9,Hà Nội
"Đường Ngọc Thụy, Phường Long Biên, Long Biên, Hà Nội",60.0,4.5,,,,5.0,6.0,,,,5.8,Hà Nội
"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",48.0,,,,,4.0,,,Have certificate,,7.8,Hà Nội
"Phường Long Biên, Long Biên, Hà Nội",39.0,,,,,4.0,4.0,2.0,Have certificate,Full,6.2,Hà Nội
"Đường Ỷ La, Phường Dương Nội, Hà Đông, Hà Nội",30.0,,,,,5.0,5.0,5.0,Have certificate,,4.2,Hà Nội
"Hẻm 1979, Đường Huỳnh Thị Đồng, Xã Long Thới, Nhà Bè, Hồ Chí Minh",70.0,5.0,,,,4.0,4.0,5.0,Have certificate,Full,6.5,Hồ Chí Minh
"Đường Ung Văn Khiêm, Phường 25, Bình Thạnh, Hồ Chí Minh",57.0,,,,,3.0,3.0,,Have certificate,Basic,7.9,Hồ Chí Minh
"Dự án Moonlight Park View, Đường Số 7, Phường An Lạc A, Bình Tân, Hồ Chí Minh",101.0,,,Nam,Nam,,2.0,2.0,Sale contract,,6.0,Hồ Chí Minh
"Phố Bạch Mai, Phường Cầu Dền, Hai Bà Trưng, Hà Nội",25.0,4.0,3.0,Đông - Nam,Đông,4.0,3.0,3.0,Have certificate,Full,3.45,Hà Nội
"Đường Gò Cát, Phường Phú Hữu, Quận 9, Hồ Chí Minh",50.8,,6.0,,,3.0,3.0,3.0,Have certificate,,4.35,Hồ Chí Minh
"Đường DC7, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",100.0,,12.0,Bắc,Bắc,2.0,7.0,3.0,Have certificate,,8.95,Hồ Chí Minh
"Đường Tân Hương, Phường Tân Quý, Tân Phú, Hồ Chí Minh",90.0,4.5,5.0,,,2.0,3.0,,Have certificate,Full,6.45,Hồ Chí Minh
"Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",40.0,,,,,5.0,6.0,4.0,Have certificate,,6.95,Hà Nội
"Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",52.0,4.0,,,,4.0,5.0,3.0,Have certificate,Basic,5.3,Hồ Chí Minh
"Đường Số 11, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",68.0,5.0,,,,3.0,4.0,3.0,Have certificate,Basic,5.75,Hồ Chí Minh
"Ngõ 82, Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",42.0,5.5,2.0,,,5.0,3.0,4.0,Have certificate,Full,7.8,Hà Nội
"Đường Số 13, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",76.0,,,,,2.0,2.0,2.0,Have certificate,,6.98,Hồ Chí Minh
"Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",66.0,5.7,6.0,,,5.0,4.0,3.0,Have certificate,Full,9.3,Hồ Chí Minh
"Đường Số 23, Phường Tân Quy, Quận 7, Hồ Chí Minh",61.25,12.0,,,,4.0,5.0,5.0,Have certificate,Full,8.9,Hồ Chí Minh
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",69.0,,,,,4.0,,,,,6.9,Hồ Chí Minh
"Đường Bưởi, Phường Ngọc Khánh, Ba Đình, Hà Nội",50.0,4.2,5.0,,,2.0,2.0,2.0,Have certificate,Basic,7.0,Hà Nội
"Đường Bình Thành, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",64.0,4.0,6.0,,,4.0,4.0,5.0,Have certificate,Full,5.6,Hồ Chí Minh
"Đường Tam Châu, Phường Tam Phú, Thủ Đức, Hồ Chí Minh",105.0,5.0,5.0,Đông - Nam,,2.0,5.0,5.0,,,4.6,Hồ Chí Minh
"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",55.0,7.0,,,,4.0,4.0,3.0,Have certificate,Full,7.2,Hà Nội
"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",64.0,4.0,8.0,,,4.0,5.0,5.0,Have certificate,Basic,6.35,Hồ Chí Minh
"Đường Vĩnh Tuy, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",48.0,3.0,3.0,Nam,Nam,4.0,4.0,4.0,Have certificate,,5.84,Hà Nội
"Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Hồ Chí Minh",102.4,,,,,,,,,,8.5,Hồ Chí Minh
"Đường La Phù, Xã La Phù, Hoài Đức, Hà Nội",30.0,4.0,3.0,Nam,Nam,3.0,3.0,3.0,Have certificate,Full,2.95,Hà Nội
"Đường Kiêu Kỵ, Xã Kiêu Kỵ, Gia Lâm, Hà Nội",60.0,5.0,4.0,,,5.0,4.0,4.0,Have certificate,Full,7.5,Hà Nội
"Đường Cổ Linh, Phường Long Biên, Long Biên, Hà Nội",32.0,,,,,6.0,4.0,4.0,Have certificate,,5.0,Hà Nội
"Đường Trần Bình Trọng, Phường 5, Bình Thạnh, Hồ Chí Minh",91.9,,6.0,,,1.0,2.0,1.0,,,9.1,Hồ Chí Minh
"Ngõ 87, Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",38.0,,,,,6.0,3.0,3.0,Have certificate,,4.5,Hà Nội
"Đường Bát Khối, Phường Long Biên, Long Biên, Hà Nội",33.0,,2.2,,,5.0,3.0,4.0,Have certificate,,3.95,Hà Nội
"Đường Cổ Linh, Phường Long Biên, Long Biên, Hà Nội",45.0,,2.9,Nam,,4.0,4.0,3.0,Have certificate,Basic,5.85,Hà Nội
"Đường Vũ Xuân Thiều, Phường Sài Đồng, Long Biên, Hà Nội",55.0,,,,,5.0,3.0,4.0,Have certificate,Basic,6.85,Hà Nội
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",40.0,33.0,3.0,Đông - Nam,,5.0,3.0,4.0,Have certificate,Full,6.3,Hà Nội
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",86.0,8.0,,,,5.0,7.0,6.0,Have certificate,,7.9,Hà Nội
"Đường Đại Kim, Phường Đại Kim, Hoàng Mai, Hà Nội",60.0,,,,,5.0,6.0,,,,5.4,Hà Nội
"Đường Linh Đàm, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",90.0,6.0,,,,4.0,,,,,8.2,Hà Nội
"Dự án KĐT Đại Kim, Đường Đại Kim, Phường Đại Kim, Hoàng Mai, Hà Nội",60.0,,,,,5.0,,,,,6.4,Hà Nội
"Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",50.0,4.6,8.0,Tây - Nam,Tây - Nam,6.0,4.0,5.0,Have certificate,Basic,6.35,Hồ Chí Minh
"Đường Di Trạch, Xã Kim Chung, Hoài Đức, Hà Nội",33.0,4.0,4.0,Nam,,5.0,4.0,4.0,Have certificate,Full,3.65,Hà Nội
"Đường Lê Thúc Hoạch, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",30.0,4.0,,,,5.0,3.0,4.0,Have certificate,Basic,4.3,Hồ Chí Minh
"Thị trấn Chúc Sơn, Chương Mỹ, Hà Nội",96.39,,,,,2.0,4.0,4.0,Have certificate,Full,7.3,Hà Nội
"Đường Thoại Ngọc Hầu, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",48.1,,,,,3.0,4.0,4.0,Have certificate,,5.5,Hồ Chí Minh
"Đường An Trai, Xã Vân Canh, Hoài Đức, Hà Nội",38.0,5.0,5.0,Đông - Nam,,4.0,4.0,4.0,Have certificate,Full,3.8,Hà Nội
"Hẻm 12 đường Số 8, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",84.1,4.0,16.0,Đông - Bắc,Đông - Bắc,4.0,4.0,5.0,Have certificate,Full,8.5,Hồ Chí Minh
"Xã Phụng Châu, Chương Mỹ, Hà Nội",34.2,,,,,3.0,3.0,3.0,Have certificate,,1.95,Hà Nội
"Đường 18, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",87.3,4.2,4.0,Nam,Nam,2.0,4.0,2.0,Have certificate,,6.9,Hồ Chí Minh
"Đường Hoa Thám, Xã La Phù, Hoài Đức, Hà Nội",33.0,5.0,3.0,Nam,Nam,5.0,4.0,4.0,Have certificate,Full,3.5,Hà Nội
"Đường La Phù, Xã La Phù, Hoài Đức, Hà Nội",33.0,4.0,3.0,Tây,Tây,5.0,4.0,4.0,Have certificate,Full,2.98,Hà Nội
"Đường La Phù, Xã La Phù, Hoài Đức, Hà Nội",35.0,5.0,4.0,Tây - Bắc,Tây - Bắc,5.0,3.0,4.0,Have certificate,Full,2.95,Hà Nội
"Đường 6, Thị trấn Chúc Sơn, Chương Mỹ, Hà Nội",50.0,4.0,4.0,Bắc,Bắc,3.0,4.0,3.0,Have certificate,Full,2.7,Hà Nội
"Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh",57.0,4.0,6.0,,,4.0,4.0,4.0,Have certificate,Full,6.6,Hồ Chí Minh
"Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh",56.0,4.0,5.0,,,3.0,3.0,4.0,Have certificate,Full,5.4,Hồ Chí Minh
"Đường Số 17, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",64.0,,12.0,,,5.0,5.0,4.0,Have certificate,,9.69,Hồ Chí Minh
"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",48.0,4.0,5.0,,,2.0,,,Have certificate,Full,3.3,Hồ Chí Minh
"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",31.0,4.0,4.0,,,4.0,4.0,4.0,Have certificate,,6.15,Hà Nội
"Ngõ 73, Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",43.0,4.0,,,,4.0,4.0,4.0,Have certificate,,6.85,Hà Nội
"Đường Nguyễn Văn Khối, Phường 8, Gò Vấp, Hồ Chí Minh",50.0,,5.0,,,2.0,2.0,1.0,Have certificate,Full,5.3,Hồ Chí Minh
"Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh",35.0,4.0,,,,4.0,4.0,,Have certificate,Full,6.8,Hồ Chí Minh
"Đường Tên Lửa, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",80.0,,20.0,,,4.0,4.0,5.0,Have certificate,Full,9.4,Hồ Chí Minh
"Phường An Lạc A, Bình Tân, Hồ Chí Minh",72.0,4.0,12.0,,,3.0,4.0,4.0,Have certificate,,7.3,Hồ Chí Minh
"An Thọ, Đường Đại lộ Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội",33.0,4.0,3.0,Đông - Bắc,,5.0,4.0,4.0,Have certificate,Full,3.55,Hà Nội
"Đường 70, Phường Xuân Phương, Nam Từ Liêm, Hà Nội.",42.0,5.0,3.0,,,4.0,4.0,3.0,Have certificate,Full,4.7,Hà Nội
"Phố Nghĩa Dũng, Phường Phúc Xá, Ba Đình, Hà Nội",32.0,4.0,2.0,,,4.0,4.0,4.0,Have certificate,Basic,4.7,Hà Nội
"Phố Nghĩa Dũng, Phường Phúc Xá, Ba Đình, Hà Nội",35.0,3.4,,,,4.0,,,Have certificate,,4.7,Hà Nội
"Đường Gò Cát, Phường Phú Hữu, Quận 9, Hồ Chí Minh",82.0,4.3,5.0,,,4.0,4.0,4.0,Have certificate,Full,6.3,Hồ Chí Minh
"Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội",32.0,,,,,4.0,5.0,3.0,,,6.5,Hà Nội
